date,countryIsoCode,goal6Completions
2021-01-26,FR,28
2021-01-26,IT,33
2021-01-26,SE,12
2021-01-27,AT,4
2021-01-27,CH,2
2021-01-27,DE,28
2021-01-27,FR,25
2021-01-27,IT,35
2021-01-27,SE,14
2021-01-28,AT,3
2021-01-28,CH,4
2021-01-28,DE,35
2021-01-28,FR,20
2021-01-28,IT,22
2021-01-28,SE,10
2021-01-29,AT,3
2021-01-29,CH,3
2021-01-29,DE,24
2021-01-29,FR,29
2021-01-29,IT,26
2021-01-29,SE,5
2021-01-30,AT,6
2021-01-30,CH,3
2021-01-30,DE,25
2021-01-30,FR,10
2021-01-30,IT,13
2021-01-30,SE,5
2021-01-31,AT,2
2021-01-31,CH,7
2021-01-31,DE,18
2021-01-31,FR,10
2021-01-31,IT,17
2021-01-31,SE,1
2021-02-01,AT,1
2021-02-01,CH,7
2021-02-01,DE,33
2021-02-01,FR,15
2021-02-01,IT,30
2021-02-01,SE,15
2021-02-02,AT,3
2021-02-02,CH,4
2021-02-02,DE,47
2021-02-02,FR,25
2021-02-02,IT,32
2021-02-02,SE,7
2021-02-03,AT,4
2021-02-03,CH,4
2021-02-03,DE,47
2021-02-03,FR,33
2021-02-03,IT,33
2021-02-03,SE,6
2021-02-04,AT,0
2021-02-04,CH,3
2021-02-04,DE,29
2021-02-04,FR,18
2021-02-04,IT,21
2021-02-04,SE,14
2021-02-05,AT,1
2021-02-05,CH,3
2021-02-05,DE,33
2021-02-05,FR,16
2021-02-05,IT,15
2021-02-05,SE,9
2021-02-06,AT,2
2021-02-06,CH,4
2021-02-06,DE,18
2021-02-06,FR,14
2021-02-06,IT,13
2021-02-06,SE,2
2021-02-07,AT,3
2021-02-07,CH,0
2021-02-07,DE,17
2021-02-07,FR,14
2021-02-07,IT,10
2021-02-07,SE,6
2021-02-08,AT,4
2021-02-08,CH,3
2021-02-08,DE,24
2021-02-08,FR,25
2021-02-08,IT,30
2021-02-08,SE,3
2021-02-09,AT,2
2021-02-09,CH,4
2021-02-09,DE,31
2021-02-09,FR,30
2021-02-09,IT,22
2021-02-09,SE,7
2021-02-10,AT,3
2021-02-10,CH,3
2021-02-10,DE,43
2021-02-10,FR,26
2021-02-10,IT,34
2021-02-10,SE,12
2021-02-11,AT,2
2021-02-11,CH,7
2021-02-11,DE,28
2021-02-11,FR,27
2021-02-11,IT,26
2021-02-11,SE,11
2021-02-12,AT,6
2021-02-12,CH,1
2021-02-12,DE,35
2021-02-12,FR,25
2021-02-12,IT,31
2021-02-12,SE,11
2021-02-13,AT,1
2021-02-13,CH,3
2021-02-13,DE,19
2021-02-13,FR,5
2021-02-13,IT,14
2021-02-13,SE,8
2021-02-14,AT,1
2021-02-14,CH,0
2021-02-14,DE,15
2021-02-14,FR,11
2021-02-14,IT,16
2021-02-14,SE,6
2021-02-15,AT,6
2021-02-15,CH,3
2021-02-15,DE,23
2021-02-15,FR,13
2021-02-15,IT,43
2021-02-15,SE,7
2021-02-16,AT,5
2021-02-16,CH,4
2021-02-16,DE,32
2021-02-16,FR,29
2021-02-16,IT,32
2021-02-16,SE,12
2021-02-17,AT,1
2021-02-17,CH,7
2021-02-17,DE,34
2021-02-17,FR,19
2021-02-17,IT,27
2021-02-17,SE,11
2021-02-18,AT,1
2021-02-18,CH,4
2021-02-18,DE,25
2021-02-18,FR,23
2021-02-18,IT,30
2021-02-18,SE,12
2021-02-19,AT,1
2021-02-19,CH,1
2021-02-19,DE,19
2021-02-19,FR,19
2021-02-19,IT,33
2021-02-19,SE,7
2021-02-20,AT,1
2021-02-20,CH,2
2021-02-20,DE,21
2021-02-20,FR,10
2021-02-20,IT,19
2021-02-20,SE,2
2021-02-21,AT,2
2021-02-21,CH,0
2021-02-21,DE,17
2021-02-21,FR,11
2021-02-21,IT,8
2021-02-21,SE,4
2021-02-22,AT,3
2021-02-22,CH,5
2021-02-22,DE,31
2021-02-22,FR,19
2021-02-22,IT,25
2021-02-22,SE,8
2021-02-23,AT,2
2021-02-23,CH,8
2021-02-23,DE,36
2021-02-23,FR,23
2021-02-23,IT,18
2021-02-23,SE,12
2021-02-24,AT,1
2021-02-24,CH,1
2021-02-24,DE,34
2021-02-24,FR,15
2021-02-24,IT,32
2021-02-24,SE,12
2021-02-25,AT,1
2021-02-25,CH,4
2021-02-25,DE,23
2021-02-25,FR,27
2021-02-25,IT,25
2021-02-25,SE,9
2021-02-26,AT,3
2021-02-26,CH,0
2021-02-26,DE,20
2021-02-26,FR,16
2021-02-26,IT,24
2021-02-26,SE,6
2021-02-27,AT,1
2021-02-27,CH,2
2021-02-27,DE,9
2021-02-27,FR,13
2021-02-27,IT,14
2021-02-27,SE,2
2021-02-28,AT,0
2021-02-28,CH,1
2021-02-28,DE,14
2021-02-28,FR,10
2021-02-28,IT,6
2021-02-28,SE,2
2021-03-01,AT,1
2021-03-01,CH,4
2021-03-01,DE,22
2021-03-01,FR,31
2021-03-01,IT,34
2021-03-01,SE,10
2021-03-02,AT,1
2021-03-02,CH,4
2021-03-02,DE,38
2021-03-02,FR,23
2021-03-02,IT,20
2021-03-02,SE,7
2021-03-03,AT,2
2021-03-03,CH,4
2021-03-03,DE,29
2021-03-03,FR,23
2021-03-03,IT,29
2021-03-03,SE,9
2021-03-04,AT,4
2021-03-04,CH,3
2021-03-04,DE,35
2021-03-04,FR,22
2021-03-04,IT,25
2021-03-04,SE,10
2021-03-05,AT,2
2021-03-05,CH,3
2021-03-05,DE,33
2021-03-05,FR,23
2021-03-05,IT,25
2021-03-05,SE,9
2021-03-06,AT,4
2021-03-06,CH,1
2021-03-06,DE,17
2021-03-06,FR,10
2021-03-06,IT,16
2021-03-06,SE,4
2021-03-07,AT,0
2021-03-07,CH,4
2021-03-07,DE,19
2021-03-07,FR,14
2021-03-07,IT,15
2021-03-07,SE,9
2021-03-08,AT,3
2021-03-08,CH,5
2021-03-08,DE,27
2021-03-08,FR,22
2021-03-08,IT,22
2021-03-08,SE,6
2021-03-09,AT,0
2021-03-09,CH,4
2021-03-09,DE,24
2021-03-09,FR,24
2021-03-09,IT,23
2021-03-09,SE,7
2021-03-10,AT,5
2021-03-10,CH,5
2021-03-10,DE,31
2021-03-10,FR,22
2021-03-10,IT,29
2021-03-10,SE,9
2021-03-11,AT,2
2021-03-11,CH,1
2021-03-11,DE,33
2021-03-11,FR,18
2021-03-11,IT,29
2021-03-11,SE,7
2021-03-12,AT,4
2021-03-12,CH,2
2021-03-12,DE,22
2021-03-12,FR,18
2021-03-12,IT,18
2021-03-12,SE,10
2021-03-13,AT,2
2021-03-13,CH,1
2021-03-13,DE,14
2021-03-13,FR,15
2021-03-13,IT,15
2021-03-13,SE,8
2021-03-14,AT,1
2021-03-14,CH,1
2021-03-14,DE,15
2021-03-14,FR,15
2021-03-14,IT,19
2021-03-14,SE,8
2021-03-15,AT,1
2021-03-15,CH,0
2021-03-15,DE,29
2021-03-15,FR,22
2021-03-15,IT,29
2021-03-15,SE,7
2021-03-16,AT,8
2021-03-16,CH,3
2021-03-16,DE,19
2021-03-16,FR,30
2021-03-16,IT,23
2021-03-16,SE,6
2021-03-17,AT,2
2021-03-17,CH,2
2021-03-17,DE,34
2021-03-17,FR,18
2021-03-17,IT,21
2021-03-17,SE,10
2021-03-18,AT,4
2021-03-18,CH,4
2021-03-18,DE,21
2021-03-18,FR,24
2021-03-18,IT,36
2021-03-18,SE,8
2021-03-19,AT,0
2021-03-19,CH,2
2021-03-19,DE,24
2021-03-19,FR,15
2021-03-19,IT,22
2021-03-19,SE,11
2021-03-20,AT,1
2021-03-20,CH,4
2021-03-20,DE,10
2021-03-20,FR,12
2021-03-20,IT,15
2021-03-20,SE,4
2021-03-21,AT,0
2021-03-21,CH,2
2021-03-21,DE,28
2021-03-21,FR,15
2021-03-21,IT,19
2021-03-21,SE,4
2021-03-22,AT,3
2021-03-22,CH,3
2021-03-22,DE,29
2021-03-22,FR,20
2021-03-22,IT,39
2021-03-22,SE,5
2021-03-23,AT,2
2021-03-23,CH,5
2021-03-23,DE,33
2021-03-23,FR,21
2021-03-23,IT,41
2021-03-23,SE,9
2021-03-24,AT,2
2021-03-24,CH,3
2021-03-24,DE,26
2021-03-24,FR,13
2021-03-24,IT,35
2021-03-24,SE,7
2021-03-25,AT,2
2021-03-25,CH,1
2021-03-25,DE,29
2021-03-25,FR,26
2021-03-25,IT,26
2021-03-25,SE,10
2021-03-26,AT,5
2021-03-26,CH,2
2021-03-26,DE,24
2021-03-26,FR,24
2021-03-26,IT,22
2021-03-26,SE,7
2021-03-27,AT,0
2021-03-27,CH,3
2021-03-27,DE,15
2021-03-27,FR,12
2021-03-27,IT,10
2021-03-27,SE,5
2021-03-28,AT,1
2021-03-28,CH,0
2021-03-28,DE,15
2021-03-28,FR,6
2021-03-28,IT,13
2021-03-28,SE,5
2021-03-29,AT,4
2021-03-29,CH,4
2021-03-29,DE,33
2021-03-29,FR,19
2021-03-29,IT,34
2021-03-29,SE,7
2021-03-30,AT,4
2021-03-30,CH,2
2021-03-30,DE,27
2021-03-30,FR,28
2021-03-30,IT,29
2021-03-30,SE,13
2021-03-31,AT,2
2021-03-31,CH,6
2021-03-31,DE,37
2021-03-31,FR,22
2021-03-31,IT,28
2021-03-31,SE,6
2021-04-01,AT,3
2021-04-01,CH,0
2021-04-01,DE,25
2021-04-01,FR,23
2021-04-01,IT,23
2021-04-01,SE,12
2021-04-02,AT,1
2021-04-02,CH,2
2021-04-02,DE,18
2021-04-02,FR,25
2021-04-02,IT,25
2021-04-02,SE,1
2021-04-03,AT,2
2021-04-03,CH,2
2021-04-03,DE,17
2021-04-03,FR,7
2021-04-03,IT,9
2021-04-03,SE,2
2021-04-04,AT,2
2021-04-04,CH,1
2021-04-04,DE,13
2021-04-04,FR,8
2021-04-04,IT,10
2021-04-04,SE,3
2021-04-05,AT,2
2021-04-05,CH,1
2021-04-05,DE,20
2021-04-05,FR,15
2021-04-05,IT,8
2021-04-05,SE,8
2021-04-06,AT,2
2021-04-06,CH,3
2021-04-06,DE,38
2021-04-06,FR,18
2021-04-06,IT,30
2021-04-06,SE,11
2021-04-07,AT,5
2021-04-07,CH,5
2021-04-07,DE,29
2021-04-07,FR,30
2021-04-07,IT,42
2021-04-07,SE,7
2021-04-08,AT,2
2021-04-08,CH,2
2021-04-08,DE,17
2021-04-08,FR,24
2021-04-08,IT,35
2021-04-08,SE,6
2021-04-09,AT,2
2021-04-09,CH,7
2021-04-09,DE,23
2021-04-09,FR,24
2021-04-09,IT,24
2021-04-09,SE,8
2021-04-10,AT,2
2021-04-10,CH,2
2021-04-10,DE,13
2021-04-10,FR,12
2021-04-10,IT,8
2021-04-10,SE,2
2021-04-11,AT,1
2021-04-11,CH,2
2021-04-11,DE,15
2021-04-11,FR,16
2021-04-11,IT,14
2021-04-11,SE,5
2021-04-12,AT,4
2021-04-12,CH,0
2021-04-12,DE,33
2021-04-12,FR,27
2021-04-12,IT,29
2021-04-12,SE,11
2021-04-13,AT,6
2021-04-13,CH,3
2021-04-13,DE,29
2021-04-13,FR,21
2021-04-13,IT,23
2021-04-13,SE,5
2021-04-14,AT,3
2021-04-14,CH,2
2021-04-14,DE,24
2021-04-14,FR,20
2021-04-14,IT,25
2021-04-14,SE,9
2021-04-15,AT,1
2021-04-15,CH,2
2021-04-15,DE,36
2021-04-15,FR,15
2021-04-15,IT,39
2021-04-15,SE,9
2021-04-16,AT,3
2021-04-16,CH,1
2021-04-16,DE,25
2021-04-16,FR,21
2021-04-16,IT,31
2021-04-16,SE,6
2021-04-17,AT,2
2021-04-17,CH,3
2021-04-17,DE,12
2021-04-17,FR,9
2021-04-17,IT,21
2021-04-17,SE,5
2021-04-18,AT,1
2021-04-18,CH,1
2021-04-18,DE,23
2021-04-18,FR,12
2021-04-18,IT,16
2021-04-18,SE,0
2021-04-19,AT,9
2021-04-19,CH,1
2021-04-19,DE,31
2021-04-19,FR,26
2021-04-19,IT,26
2021-04-19,SE,5
2021-04-20,AT,2
2021-04-20,CH,4
2021-04-20,DE,36
2021-04-20,FR,37
2021-04-20,IT,34
2021-04-20,SE,12
2021-04-21,AT,3
2021-04-21,CH,4
2021-04-21,DE,27
2021-04-21,FR,27
2021-04-21,IT,27
2021-04-21,SE,12
2021-04-22,AT,3
2021-04-22,CH,3
2021-04-22,DE,38
2021-04-22,FR,25
2021-04-22,IT,36
2021-04-22,SE,7
2021-04-23,AT,4
2021-04-23,CH,4
2021-04-23,DE,23
2021-04-23,FR,15
2021-04-23,IT,22
2021-04-23,SE,11
2021-04-24,AT,2
2021-04-24,CH,4
2021-04-24,DE,25
2021-04-24,FR,11
2021-04-24,IT,9
2021-04-24,SE,2
2021-04-25,AT,4
2021-04-25,CH,0
2021-04-25,DE,13
2021-04-25,FR,13
2021-04-25,IT,13
2021-04-25,SE,5
2021-04-26,AT,4
2021-04-26,CH,3
2021-04-26,DE,32
2021-04-26,FR,17
2021-04-26,IT,20
2021-04-26,SE,7
2021-04-27,AT,1
2021-04-27,CH,4
2021-04-27,DE,27
2021-04-27,FR,45
2021-04-27,IT,31
2021-04-27,SE,6
2021-04-28,AT,2
2021-04-28,CH,3
2021-04-28,DE,39
2021-04-28,FR,23
2021-04-28,IT,27
2021-04-28,SE,8
2021-04-29,AT,2
2021-04-29,CH,4
2021-04-29,DE,20
2021-04-29,FR,24
2021-04-29,IT,29
2021-04-29,SE,6
2021-04-30,AT,0
2021-04-30,CH,0
2021-04-30,DE,31
2021-04-30,FR,18
2021-04-30,IT,20
2021-04-30,SE,4
2021-05-01,AT,3
2021-05-01,CH,3
2021-05-01,DE,18
2021-05-01,FR,10
2021-05-01,IT,8
2021-05-01,SE,6
2021-05-02,AT,4
2021-05-02,CH,1
2021-05-02,DE,17
2021-05-02,FR,22
2021-05-02,IT,16
2021-05-02,SE,6
2021-05-03,AT,2
2021-05-03,CH,4
2021-05-03,DE,26
2021-05-03,FR,15
2021-05-03,IT,17
2021-05-03,SE,7
2021-05-04,AT,4
2021-05-04,CH,3
2021-05-04,DE,38
2021-05-04,FR,22
2021-05-04,IT,27
2021-05-04,SE,5
2021-05-05,AT,1
2021-05-05,CH,2
2021-05-05,DE,24
2021-05-05,FR,21
2021-05-05,IT,35
2021-05-05,SE,16
2021-05-06,AT,6
2021-05-06,CH,4
2021-05-06,DE,22
2021-05-06,FR,27
2021-05-06,IT,19
2021-05-06,SE,8
2021-05-07,AT,3
2021-05-07,CH,4
2021-05-07,DE,27
2021-05-07,FR,15
2021-05-07,IT,24
2021-05-07,SE,5
2021-05-08,AT,2
2021-05-08,CH,2
2021-05-08,DE,8
2021-05-08,FR,8
2021-05-08,IT,10
2021-05-08,SE,6
2021-05-09,AT,0
2021-05-09,CH,0
2021-05-09,DE,9
2021-05-09,FR,10
2021-05-09,IT,10
2021-05-09,SE,1
2021-05-10,AT,1
2021-05-10,CH,4
2021-05-10,DE,25
2021-05-10,FR,27
2021-05-10,IT,26
2021-05-10,SE,5
2021-05-11,AT,3
2021-05-11,CH,0
2021-05-11,DE,21
2021-05-11,FR,28
2021-05-11,IT,27
2021-05-11,SE,9
2021-05-12,AT,3
2021-05-12,CH,5
2021-05-12,DE,28
2021-05-12,FR,31
2021-05-12,IT,19
2021-05-12,SE,10
2021-05-13,AT,1
2021-05-13,CH,1
2021-05-13,DE,15
2021-05-13,FR,15
2021-05-13,IT,19
2021-05-13,SE,5
2021-05-14,AT,3
2021-05-14,CH,1
2021-05-14,DE,25
2021-05-14,FR,17
2021-05-14,IT,21
2021-05-14,SE,4
2021-05-15,AT,0
2021-05-15,CH,1
2021-05-15,DE,13
2021-05-15,FR,14
2021-05-15,IT,13
2021-05-15,SE,2
2021-05-16,AT,2
2021-05-16,CH,0
2021-05-16,DE,11
2021-05-16,FR,17
2021-05-16,IT,8
2021-05-16,SE,2
2021-05-17,AT,1
2021-05-17,CH,3
2021-05-17,DE,22
2021-05-17,FR,14
2021-05-17,IT,25
2021-05-17,SE,6
2021-05-18,AT,3
2021-05-18,CH,3
2021-05-18,DE,41
2021-05-18,FR,28
2021-05-18,IT,27
2021-05-18,SE,10
2021-05-19,AT,0
2021-05-19,CH,3
2021-05-19,DE,26
2021-05-19,FR,22
2021-05-19,IT,27
2021-05-19,SE,9
2021-05-20,AT,4
2021-05-20,CH,0
2021-05-20,DE,32
2021-05-20,FR,17
2021-05-20,IT,23
2021-05-20,SE,9
2021-05-21,AT,1
2021-05-21,CH,2
2021-05-21,DE,17
2021-05-21,FR,23
2021-05-21,IT,18
2021-05-21,SE,8
2021-05-22,AT,1
2021-05-22,CH,3
2021-05-22,DE,19
2021-05-22,FR,15
2021-05-22,IT,11
2021-05-22,SE,2
2021-05-23,AT,1
2021-05-23,CH,1
2021-05-23,DE,22
2021-05-23,FR,16
2021-05-23,IT,16
2021-05-23,SE,3
2021-05-24,AT,1
2021-05-24,CH,4
2021-05-24,DE,11
2021-05-24,FR,23
2021-05-24,IT,37
2021-05-24,SE,14
2021-05-25,AT,3
2021-05-25,CH,5
2021-05-25,DE,24
2021-05-25,FR,23
2021-05-25,IT,28
2021-05-25,SE,8
2021-05-26,AT,3
2021-05-26,CH,1
2021-05-26,DE,40
2021-05-26,FR,30
2021-05-26,IT,22
2021-05-26,SE,7
2021-05-27,AT,1
2021-05-27,CH,5
2021-05-27,DE,28
2021-05-27,FR,30
2021-05-27,IT,33
2021-05-27,SE,11
2021-05-28,AT,4
2021-05-28,CH,3
2021-05-28,DE,23
2021-05-28,FR,21
2021-05-28,IT,21
2021-05-28,SE,5
2021-05-29,AT,1
2021-05-29,CH,3
2021-05-29,DE,13
2021-05-29,FR,8
2021-05-29,IT,10
2021-05-29,SE,1
2021-05-30,AT,1
2021-05-30,CH,3
2021-05-30,DE,14
2021-05-30,FR,10
2021-05-30,IT,4
2021-05-30,SE,1
2021-05-31,AT,4
2021-05-31,CH,3
2021-05-31,DE,25
2021-05-31,FR,26
2021-05-31,IT,16
2021-05-31,SE,4
2021-06-01,AT,1
2021-06-01,CH,7
2021-06-01,DE,22
2021-06-01,FR,19
2021-06-01,IT,14
2021-06-01,SE,5
2021-06-02,AT,3
2021-06-02,CH,1
2021-06-02,DE,23
2021-06-02,FR,20
2021-06-02,IT,8
2021-06-02,SE,11
2021-06-03,AT,1
2021-06-03,CH,4
2021-06-03,DE,22
2021-06-03,FR,20
2021-06-03,IT,18
2021-06-03,SE,13
2021-06-04,AT,0
2021-06-04,CH,1
2021-06-04,DE,19
2021-06-04,FR,14
2021-06-04,IT,24
2021-06-04,SE,6
2021-06-05,AT,2
2021-06-05,CH,0
2021-06-05,DE,17
2021-06-05,FR,15
2021-06-05,IT,5
2021-06-05,SE,0
2021-06-06,AT,2
2021-06-06,CH,1
2021-06-06,DE,12
2021-06-06,FR,7
2021-06-06,IT,8
2021-06-06,SE,3
2021-06-07,AT,0
2021-06-07,CH,7
2021-06-07,DE,15
2021-06-07,FR,19
2021-06-07,IT,17
2021-06-07,SE,3
2021-06-08,AT,7
2021-06-08,CH,5
2021-06-08,DE,39
2021-06-08,FR,16
2021-06-08,IT,8
2021-06-08,SE,14
2021-06-09,AT,3
2021-06-09,CH,4
2021-06-09,DE,24
2021-06-09,FR,19
2021-06-09,IT,19
2021-06-09,SE,7
2021-06-10,AT,8
2021-06-10,CH,6
2021-06-10,DE,23
2021-06-10,FR,26
2021-06-10,IT,18
2021-06-10,SE,0
2021-06-11,AT,1
2021-06-11,CH,2
2021-06-11,DE,25
2021-06-11,FR,15
2021-06-11,IT,13
2021-06-11,SE,4
2021-06-12,AT,0
2021-06-12,CH,1
2021-06-12,DE,12
2021-06-12,FR,10
2021-06-12,IT,11
2021-06-12,SE,2
2021-06-13,AT,0
2021-06-13,CH,3
2021-06-13,DE,18
2021-06-13,FR,9
2021-06-13,IT,3
2021-06-13,SE,4
2021-06-14,AT,0
2021-06-14,CH,3
2021-06-14,DE,17
2021-06-14,FR,21
2021-06-14,IT,14
2021-06-14,SE,8
2021-06-15,AT,2
2021-06-15,CH,1
2021-06-15,DE,20
2021-06-15,FR,21
2021-06-15,IT,15
2021-06-15,SE,5
2021-06-16,AT,3
2021-06-16,CH,3
2021-06-16,DE,36
2021-06-16,FR,16
2021-06-16,IT,16
2021-06-16,SE,11
2021-06-17,AT,0
2021-06-17,CH,5
2021-06-17,DE,25
2021-06-17,FR,18
2021-06-17,IT,19
2021-06-17,SE,6
2021-06-18,AT,3
2021-06-18,CH,6
2021-06-18,DE,20
2021-06-18,FR,19
2021-06-18,IT,14
2021-06-18,SE,3
2021-06-19,AT,1
2021-06-19,CH,2
2021-06-19,DE,4
2021-06-19,FR,9
2021-06-19,IT,13
2021-06-19,SE,1
2021-06-20,AT,3
2021-06-20,CH,1
2021-06-20,DE,9
2021-06-20,FR,11
2021-06-20,IT,6
2021-06-20,SE,0
2021-06-21,AT,2
2021-06-21,CH,5
2021-06-21,DE,23
2021-06-21,FR,19
2021-06-21,IT,21
2021-06-21,SE,10
2021-06-22,AT,1
2021-06-22,CH,3
2021-06-22,DE,31
2021-06-22,FR,23
2021-06-22,IT,18
2021-06-22,SE,5
2021-06-23,AT,1
2021-06-23,CH,3
2021-06-23,DE,30
2021-06-23,FR,20
2021-06-23,IT,15
2021-06-23,SE,9
2021-06-24,AT,2
2021-06-24,CH,5
2021-06-24,DE,34
2021-06-24,FR,28
2021-06-24,IT,26
2021-06-24,SE,3
2021-06-25,AT,1
2021-06-25,CH,5
2021-06-25,DE,19
2021-06-25,FR,13
2021-06-25,IT,16
2021-06-25,SE,1
2021-06-26,AT,0
2021-06-26,CH,0
2021-06-26,DE,15
2021-06-26,FR,9
2021-06-26,IT,9
2021-06-26,SE,3
2021-06-27,AT,0
2021-06-27,CH,1
2021-06-27,DE,6
2021-06-27,FR,8
2021-06-27,IT,5
2021-06-27,SE,3
2021-06-28,AT,2
2021-06-28,CH,1
2021-06-28,DE,15
2021-06-28,FR,21
2021-06-28,IT,15
2021-06-28,SE,7
2021-06-29,AT,3
2021-06-29,CH,3
2021-06-29,DE,21
2021-06-29,FR,24
2021-06-29,IT,19
2021-06-29,SE,5
2021-06-30,AT,1
2021-06-30,CH,2
2021-06-30,DE,18
2021-06-30,FR,25
2021-06-30,IT,24
2021-06-30,SE,3
2021-07-01,AT,4
2021-07-01,CH,4
2021-07-01,DE,19
2021-07-01,FR,17
2021-07-01,IT,16
2021-07-01,SE,8
2021-07-02,AT,2
2021-07-02,CH,2
2021-07-02,DE,24
2021-07-02,FR,22
2021-07-02,IT,19
2021-07-02,SE,7
2021-07-03,AT,1
2021-07-03,CH,2
2021-07-03,DE,7
2021-07-03,FR,5
2021-07-03,IT,4
2021-07-03,SE,0
2021-07-04,AT,2
2021-07-04,CH,3
2021-07-04,DE,12
2021-07-04,FR,6
2021-07-04,IT,4
2021-07-04,SE,5
2021-07-05,AT,5
2021-07-05,CH,4
2021-07-05,DE,27
2021-07-05,FR,18
2021-07-05,IT,26
2021-07-05,SE,3
2021-07-06,AT,7
2021-07-06,CH,4
2021-07-06,DE,22
2021-07-06,FR,23
2021-07-06,IT,18
2021-07-06,SE,6
2021-07-07,AT,4
2021-07-07,CH,6
2021-07-07,DE,24
2021-07-07,FR,19
2021-07-07,IT,15
2021-07-07,SE,6
2021-07-08,AT,3
2021-07-08,CH,4
2021-07-08,DE,32
2021-07-08,FR,23
2021-07-08,IT,17
2021-07-08,SE,8
2021-07-09,AT,3
2021-07-09,CH,2
2021-07-09,DE,20
2021-07-09,FR,29
2021-07-09,IT,14
2021-07-09,SE,10
2021-07-10,AT,0
2021-07-10,CH,0
2021-07-10,DE,11
2021-07-10,FR,4
2021-07-10,IT,8
2021-07-10,SE,5
2021-07-11,AT,1
2021-07-11,CH,0
2021-07-11,DE,13
2021-07-11,FR,9
2021-07-11,IT,5
2021-07-11,SE,1
2021-07-12,AT,1
2021-07-12,CH,3
2021-07-12,DE,20
2021-07-12,FR,18
2021-07-12,IT,18
2021-07-12,SE,3
2021-07-13,AT,2
2021-07-13,CH,4
2021-07-13,DE,28
2021-07-13,FR,24
2021-07-13,IT,24
