date,countryIsoCode,users
2021-01-20,FR,431
2021-01-20,IT,660
2021-01-20,SE,205
2021-01-21,AT,43
2021-01-21,CH,58
2021-01-21,DE,491
2021-01-21,FR,444
2021-01-21,IT,646
2021-01-21,SE,191
2021-01-22,AT,30
2021-01-22,CH,44
2021-01-22,DE,455
2021-01-22,FR,437
2021-01-22,IT,633
2021-01-22,SE,227
2021-01-23,AT,19
2021-01-23,CH,24
2021-01-23,DE,271
2021-01-23,FR,225
2021-01-23,IT,466
2021-01-23,SE,99
2021-01-24,AT,29
2021-01-24,CH,28
2021-01-24,DE,278
2021-01-24,FR,208
2021-01-24,IT,414
2021-01-24,SE,108
2021-01-25,AT,52
2021-01-25,CH,55
2021-01-25,DE,511
2021-01-25,FR,446
2021-01-25,IT,675
2021-01-25,SE,224
2021-01-26,AT,51
2021-01-26,CH,55
2021-01-26,DE,507
2021-01-26,FR,448
2021-01-26,IT,644
2021-01-26,SE,235
2021-01-27,AT,58
2021-01-27,CH,46
2021-01-27,DE,502
2021-01-27,FR,410
2021-01-27,IT,642
2021-01-27,SE,260
2021-01-28,AT,45
2021-01-28,CH,40
2021-01-28,DE,540
2021-01-28,FR,395
2021-01-28,IT,597
2021-01-28,SE,207
2021-01-29,AT,28
2021-01-29,CH,50
2021-01-29,DE,500
2021-01-29,FR,362
2021-01-29,IT,579
2021-01-29,SE,173
2021-01-30,AT,36
2021-01-30,CH,43
2021-01-30,DE,301
2021-01-30,FR,208
2021-01-30,IT,335
2021-01-30,SE,86
2021-01-31,AT,36
2021-01-31,CH,47
2021-01-31,DE,320
2021-01-31,FR,235
2021-01-31,IT,278
2021-01-31,SE,103
2021-02-01,AT,52
2021-02-01,CH,59
2021-02-01,DE,632
2021-02-01,FR,472
2021-02-01,IT,611
2021-02-01,SE,249
2021-02-02,AT,55
2021-02-02,CH,75
2021-02-02,DE,678
2021-02-02,FR,496
2021-02-02,IT,638
2021-02-02,SE,230
2021-02-03,AT,47
2021-02-03,CH,59
2021-02-03,DE,617
2021-02-03,FR,468
2021-02-03,IT,633
2021-02-03,SE,210
2021-02-04,AT,49
2021-02-04,CH,68
2021-02-04,DE,509
2021-02-04,FR,436
2021-02-04,IT,527
2021-02-04,SE,227
2021-02-05,AT,43
2021-02-05,CH,49
2021-02-05,DE,509
2021-02-05,FR,380
2021-02-05,IT,541
2021-02-05,SE,192
2021-02-06,AT,31
2021-02-06,CH,41
2021-02-06,DE,273
2021-02-06,FR,211
2021-02-06,IT,314
2021-02-06,SE,88
2021-02-07,AT,39
2021-02-07,CH,36
2021-02-07,DE,270
2021-02-07,FR,236
2021-02-07,IT,335
2021-02-07,SE,97
2021-02-08,AT,52
2021-02-08,CH,58
2021-02-08,DE,497
2021-02-08,FR,441
2021-02-08,IT,576
2021-02-08,SE,224
2021-02-09,AT,35
2021-02-09,CH,57
2021-02-09,DE,512
2021-02-09,FR,416
2021-02-09,IT,533
2021-02-09,SE,222
2021-02-10,AT,47
2021-02-10,CH,60
2021-02-10,DE,580
2021-02-10,FR,405
2021-02-10,IT,549
2021-02-10,SE,231
2021-02-11,AT,47
2021-02-11,CH,75
2021-02-11,DE,495
2021-02-11,FR,425
2021-02-11,IT,530
2021-02-11,SE,208
2021-02-12,AT,31
2021-02-12,CH,53
2021-02-12,DE,463
2021-02-12,FR,385
2021-02-12,IT,513
2021-02-12,SE,215
2021-02-13,AT,25
2021-02-13,CH,30
2021-02-13,DE,274
2021-02-13,FR,199
2021-02-13,IT,331
2021-02-13,SE,97
2021-02-14,AT,26
2021-02-14,CH,30
2021-02-14,DE,263
2021-02-14,FR,194
2021-02-14,IT,271
2021-02-14,SE,89
2021-02-15,AT,45
2021-02-15,CH,68
2021-02-15,DE,563
2021-02-15,FR,434
2021-02-15,IT,593
2021-02-15,SE,236
2021-02-16,AT,44
2021-02-16,CH,47
2021-02-16,DE,557
2021-02-16,FR,425
2021-02-16,IT,559
2021-02-16,SE,249
2021-02-17,AT,40
2021-02-17,CH,63
2021-02-17,DE,551
2021-02-17,FR,420
2021-02-17,IT,617
2021-02-17,SE,248
2021-02-18,AT,48
2021-02-18,CH,64
2021-02-18,DE,562
2021-02-18,FR,479
2021-02-18,IT,539
2021-02-18,SE,248
2021-02-19,AT,42
2021-02-19,CH,38
2021-02-19,DE,482
2021-02-19,FR,365
2021-02-19,IT,525
2021-02-19,SE,194
2021-02-20,AT,21
2021-02-20,CH,25
2021-02-20,DE,253
2021-02-20,FR,207
2021-02-20,IT,306
2021-02-20,SE,95
2021-02-21,AT,26
2021-02-21,CH,23
2021-02-21,DE,236
2021-02-21,FR,175
2021-02-21,IT,273
2021-02-21,SE,94
2021-02-22,AT,36
2021-02-22,CH,58
2021-02-22,DE,521
2021-02-22,FR,404
2021-02-22,IT,566
2021-02-22,SE,229
2021-02-23,AT,51
2021-02-23,CH,68
2021-02-23,DE,529
2021-02-23,FR,402
2021-02-23,IT,538
2021-02-23,SE,216
2021-02-24,AT,43
2021-02-24,CH,52
2021-02-24,DE,526
2021-02-24,FR,401
2021-02-24,IT,583
2021-02-24,SE,239
2021-02-25,AT,41
2021-02-25,CH,47
2021-02-25,DE,477
2021-02-25,FR,453
2021-02-25,IT,524
2021-02-25,SE,194
2021-02-26,AT,39
2021-02-26,CH,33
2021-02-26,DE,487
2021-02-26,FR,381
2021-02-26,IT,494
2021-02-26,SE,166
2021-02-27,AT,25
2021-02-27,CH,29
2021-02-27,DE,239
2021-02-27,FR,199
2021-02-27,IT,305
2021-02-27,SE,76
2021-02-28,AT,31
2021-02-28,CH,32
2021-02-28,DE,264
2021-02-28,FR,178
2021-02-28,IT,298
2021-02-28,SE,83
2021-03-01,AT,55
2021-03-01,CH,54
2021-03-01,DE,567
2021-03-01,FR,434
2021-03-01,IT,575
2021-03-01,SE,231
2021-03-02,AT,53
2021-03-02,CH,47
2021-03-02,DE,596
2021-03-02,FR,447
2021-03-02,IT,549
2021-03-02,SE,234
2021-03-03,AT,47
2021-03-03,CH,58
2021-03-03,DE,585
2021-03-03,FR,400
2021-03-03,IT,545
2021-03-03,SE,227
2021-03-04,AT,54
2021-03-04,CH,62
2021-03-04,DE,558
2021-03-04,FR,450
2021-03-04,IT,572
2021-03-04,SE,207
2021-03-05,AT,47
2021-03-05,CH,44
2021-03-05,DE,476
2021-03-05,FR,407
2021-03-05,IT,498
2021-03-05,SE,175
2021-03-06,AT,27
2021-03-06,CH,29
2021-03-06,DE,300
2021-03-06,FR,203
2021-03-06,IT,369
2021-03-06,SE,82
2021-03-07,AT,19
2021-03-07,CH,34
2021-03-07,DE,321
2021-03-07,FR,233
2021-03-07,IT,329
2021-03-07,SE,84
2021-03-08,AT,56
2021-03-08,CH,45
2021-03-08,DE,533
2021-03-08,FR,458
2021-03-08,IT,538
2021-03-08,SE,210
2021-03-09,AT,50
2021-03-09,CH,50
2021-03-09,DE,574
2021-03-09,FR,457
2021-03-09,IT,604
2021-03-09,SE,210
2021-03-10,AT,37
2021-03-10,CH,56
2021-03-10,DE,559
2021-03-10,FR,445
2021-03-10,IT,577
2021-03-10,SE,197
2021-03-11,AT,54
2021-03-11,CH,39
2021-03-11,DE,572
2021-03-11,FR,451
2021-03-11,IT,597
2021-03-11,SE,202
2021-03-12,AT,43
2021-03-12,CH,45
2021-03-12,DE,499
2021-03-12,FR,439
2021-03-12,IT,500
2021-03-12,SE,187
2021-03-13,AT,27
2021-03-13,CH,44
2021-03-13,DE,268
2021-03-13,FR,251
2021-03-13,IT,299
2021-03-13,SE,77
2021-03-14,AT,25
2021-03-14,CH,26
2021-03-14,DE,284
2021-03-14,FR,231
2021-03-14,IT,302
2021-03-14,SE,102
2021-03-15,AT,53
2021-03-15,CH,46
2021-03-15,DE,530
2021-03-15,FR,496
2021-03-15,IT,596
2021-03-15,SE,230
2021-03-16,AT,55
2021-03-16,CH,49
2021-03-16,DE,529
2021-03-16,FR,524
2021-03-16,IT,584
2021-03-16,SE,210
2021-03-17,AT,55
2021-03-17,CH,56
2021-03-17,DE,555
2021-03-17,FR,479
2021-03-17,IT,587
2021-03-17,SE,207
2021-03-18,AT,45
2021-03-18,CH,54
2021-03-18,DE,481
2021-03-18,FR,446
2021-03-18,IT,625
2021-03-18,SE,196
2021-03-19,AT,40
2021-03-19,CH,54
2021-03-19,DE,460
2021-03-19,FR,382
2021-03-19,IT,563
2021-03-19,SE,174
2021-03-20,AT,21
2021-03-20,CH,31
2021-03-20,DE,252
2021-03-20,FR,184
2021-03-20,IT,396
2021-03-20,SE,85
2021-03-21,AT,23
2021-03-21,CH,45
2021-03-21,DE,262
2021-03-21,FR,207
2021-03-21,IT,363
2021-03-21,SE,91
2021-03-22,AT,53
2021-03-22,CH,43
2021-03-22,DE,515
2021-03-22,FR,427
2021-03-22,IT,541
2021-03-22,SE,214
2021-03-23,AT,37
2021-03-23,CH,58
2021-03-23,DE,461
2021-03-23,FR,444
2021-03-23,IT,508
2021-03-23,SE,192
2021-03-24,AT,41
2021-03-24,CH,54
2021-03-24,DE,441
2021-03-24,FR,381
2021-03-24,IT,512
2021-03-24,SE,194
2021-03-25,AT,41
2021-03-25,CH,48
2021-03-25,DE,470
2021-03-25,FR,392
2021-03-25,IT,475
2021-03-25,SE,196
2021-03-26,AT,40
2021-03-26,CH,34
2021-03-26,DE,383
2021-03-26,FR,392
2021-03-26,IT,475
2021-03-26,SE,198
2021-03-27,AT,28
2021-03-27,CH,31
2021-03-27,DE,248
2021-03-27,FR,197
2021-03-27,IT,322
2021-03-27,SE,69
2021-03-28,AT,19
2021-03-28,CH,22
2021-03-28,DE,237
2021-03-28,FR,182
2021-03-28,IT,294
2021-03-28,SE,89
2021-03-29,AT,42
2021-03-29,CH,58
2021-03-29,DE,447
2021-03-29,FR,405
2021-03-29,IT,484
2021-03-29,SE,220
2021-03-30,AT,36
2021-03-30,CH,44
2021-03-30,DE,424
2021-03-30,FR,365
2021-03-30,IT,469
2021-03-30,SE,222
2021-03-31,AT,36
2021-03-31,CH,39
2021-03-31,DE,451
2021-03-31,FR,314
2021-03-31,IT,475
2021-03-31,SE,199
2021-04-01,AT,41
2021-04-01,CH,43
2021-04-01,DE,422
2021-04-01,FR,297
2021-04-01,IT,451
2021-04-01,SE,169
2021-04-02,AT,41
2021-04-02,CH,47
2021-04-02,DE,244
2021-04-02,FR,295
2021-04-02,IT,388
2021-04-02,SE,80
2021-04-03,AT,22
2021-04-03,CH,26
2021-04-03,DE,228
2021-04-03,FR,158
2021-04-03,IT,253
2021-04-03,SE,62
2021-04-04,AT,23
2021-04-04,CH,28
2021-04-04,DE,196
2021-04-04,FR,140
2021-04-04,IT,197
2021-04-04,SE,70
2021-04-05,AT,28
2021-04-05,CH,29
2021-04-05,DE,294
2021-04-05,FR,174
2021-04-05,IT,296
2021-04-05,SE,96
2021-04-06,AT,41
2021-04-06,CH,47
2021-04-06,DE,574
2021-04-06,FR,404
2021-04-06,IT,631
2021-04-06,SE,207
2021-04-07,AT,55
2021-04-07,CH,48
2021-04-07,DE,556
2021-04-07,FR,397
2021-04-07,IT,664
2021-04-07,SE,218
2021-04-08,AT,48
2021-04-08,CH,51
2021-04-08,DE,546
2021-04-08,FR,397
2021-04-08,IT,611
2021-04-08,SE,213
2021-04-09,AT,42
2021-04-09,CH,55
2021-04-09,DE,519
2021-04-09,FR,360
2021-04-09,IT,575
2021-04-09,SE,173
2021-04-10,AT,25
2021-04-10,CH,35
2021-04-10,DE,282
2021-04-10,FR,219
2021-04-10,IT,380
2021-04-10,SE,53
2021-04-11,AT,39
2021-04-11,CH,27
2021-04-11,DE,289
2021-04-11,FR,237
2021-04-11,IT,377
2021-04-11,SE,89
2021-04-12,AT,57
2021-04-12,CH,47
2021-04-12,DE,603
2021-04-12,FR,428
2021-04-12,IT,639
2021-04-12,SE,206
2021-04-13,AT,53
2021-04-13,CH,58
2021-04-13,DE,572
2021-04-13,FR,384
2021-04-13,IT,587
2021-04-13,SE,201
2021-04-14,AT,61
2021-04-14,CH,50
2021-04-14,DE,531
2021-04-14,FR,384
2021-04-14,IT,594
2021-04-14,SE,219
2021-04-15,AT,52
2021-04-15,CH,57
2021-04-15,DE,530
2021-04-15,FR,395
2021-04-15,IT,563
2021-04-15,SE,195
2021-04-16,AT,45
2021-04-16,CH,50
2021-04-16,DE,469
2021-04-16,FR,324
2021-04-16,IT,529
2021-04-16,SE,204
2021-04-17,AT,28
2021-04-17,CH,33
2021-04-17,DE,241
2021-04-17,FR,155
2021-04-17,IT,326
2021-04-17,SE,74
2021-04-18,AT,30
2021-04-18,CH,31
2021-04-18,DE,275
2021-04-18,FR,156
2021-04-18,IT,322
2021-04-18,SE,86
2021-04-19,AT,63
2021-04-19,CH,53
2021-04-19,DE,560
2021-04-19,FR,375
2021-04-19,IT,505
2021-04-19,SE,210
2021-04-20,AT,45
2021-04-20,CH,62
2021-04-20,DE,561
2021-04-20,FR,399
2021-04-20,IT,500
2021-04-20,SE,221
2021-04-21,AT,48
2021-04-21,CH,54
2021-04-21,DE,541
2021-04-21,FR,431
2021-04-21,IT,500
2021-04-21,SE,196
2021-04-22,AT,51
2021-04-22,CH,46
2021-04-22,DE,523
2021-04-22,FR,403
2021-04-22,IT,569
2021-04-22,SE,229
2021-04-23,AT,43
2021-04-23,CH,54
2021-04-23,DE,470
2021-04-23,FR,338
2021-04-23,IT,472
2021-04-23,SE,182
2021-04-24,AT,27
2021-04-24,CH,31
2021-04-24,DE,241
2021-04-24,FR,150
2021-04-24,IT,333
2021-04-24,SE,68
2021-04-25,AT,25
2021-04-25,CH,36
2021-04-25,DE,253
2021-04-25,FR,175
2021-04-25,IT,270
2021-04-25,SE,74
2021-04-26,AT,50
2021-04-26,CH,54
2021-04-26,DE,510
2021-04-26,FR,538
2021-04-26,IT,483
2021-04-26,SE,202
2021-04-27,AT,56
2021-04-27,CH,51
2021-04-27,DE,538
2021-04-27,FR,722
2021-04-27,IT,558
2021-04-27,SE,212
2021-04-28,AT,42
2021-04-28,CH,64
2021-04-28,DE,534
2021-04-28,FR,485
2021-04-28,IT,549
2021-04-28,SE,208
2021-04-29,AT,47
2021-04-29,CH,65
2021-04-29,DE,526
2021-04-29,FR,420
2021-04-29,IT,515
2021-04-29,SE,205
2021-04-30,AT,43
2021-04-30,CH,45
2021-04-30,DE,472
2021-04-30,FR,402
2021-04-30,IT,496
2021-04-30,SE,202
2021-05-01,AT,18
2021-05-01,CH,44
2021-05-01,DE,268
2021-05-01,FR,177
2021-05-01,IT,273
2021-05-01,SE,71
2021-05-02,AT,27
2021-05-02,CH,31
2021-05-02,DE,296
2021-05-02,FR,206
2021-05-02,IT,289
2021-05-02,SE,97
2021-05-03,AT,52
2021-05-03,CH,45
2021-05-03,DE,508
2021-05-03,FR,384
2021-05-03,IT,480
2021-05-03,SE,232
2021-05-04,AT,36
2021-05-04,CH,45
2021-05-04,DE,544
2021-05-04,FR,384
2021-05-04,IT,472
2021-05-04,SE,251
2021-05-05,AT,49
2021-05-05,CH,42
2021-05-05,DE,557
2021-05-05,FR,372
2021-05-05,IT,490
2021-05-05,SE,302
2021-05-06,AT,41
2021-05-06,CH,59
2021-05-06,DE,532
2021-05-06,FR,347
2021-05-06,IT,527
2021-05-06,SE,243
2021-05-07,AT,52
2021-05-07,CH,39
2021-05-07,DE,522
2021-05-07,FR,307
2021-05-07,IT,441
2021-05-07,SE,191
2021-05-08,AT,26
2021-05-08,CH,22
2021-05-08,DE,232
2021-05-08,FR,143
2021-05-08,IT,236
2021-05-08,SE,77
2021-05-09,AT,16
2021-05-09,CH,22
2021-05-09,DE,223
2021-05-09,FR,152
2021-05-09,IT,206
2021-05-09,SE,86
2021-05-10,AT,47
2021-05-10,CH,58
2021-05-10,DE,528
2021-05-10,FR,399
2021-05-10,IT,487
2021-05-10,SE,271
2021-05-11,AT,35
2021-05-11,CH,51
2021-05-11,DE,555
2021-05-11,FR,426
2021-05-11,IT,566
2021-05-11,SE,192
2021-05-12,AT,52
2021-05-12,CH,53
2021-05-12,DE,484
2021-05-12,FR,376
2021-05-12,IT,556
2021-05-12,SE,219
2021-05-13,AT,26
2021-05-13,CH,38
2021-05-13,DE,316
2021-05-13,FR,207
2021-05-13,IT,529
2021-05-13,SE,84
2021-05-14,AT,36
2021-05-14,CH,43
2021-05-14,DE,421
2021-05-14,FR,278
2021-05-14,IT,535
2021-05-14,SE,154
2021-05-15,AT,27
2021-05-15,CH,22
2021-05-15,DE,259
2021-05-15,FR,212
2021-05-15,IT,319
2021-05-15,SE,59
2021-05-16,AT,26
2021-05-16,CH,40
2021-05-16,DE,277
2021-05-16,FR,206
2021-05-16,IT,313
2021-05-16,SE,81
2021-05-17,AT,41
2021-05-17,CH,46
2021-05-17,DE,566
2021-05-17,FR,433
2021-05-17,IT,583
2021-05-17,SE,199
2021-05-18,AT,52
2021-05-18,CH,61
2021-05-18,DE,569
2021-05-18,FR,439
2021-05-18,IT,580
2021-05-18,SE,228
2021-05-19,AT,36
2021-05-19,CH,64
2021-05-19,DE,537
2021-05-19,FR,385
2021-05-19,IT,499
2021-05-19,SE,213
2021-05-20,AT,37
2021-05-20,CH,48
2021-05-20,DE,495
2021-05-20,FR,402
2021-05-20,IT,632
2021-05-20,SE,198
2021-05-21,AT,24
2021-05-21,CH,43
2021-05-21,DE,460
2021-05-21,FR,364
2021-05-21,IT,505
2021-05-21,SE,190
2021-05-22,AT,16
2021-05-22,CH,22
2021-05-22,DE,255
2021-05-22,FR,161
2021-05-22,IT,316
2021-05-22,SE,71
2021-05-23,AT,24
2021-05-23,CH,15
2021-05-23,DE,272
2021-05-23,FR,139
2021-05-23,IT,303
2021-05-23,SE,85
2021-05-24,AT,22
2021-05-24,CH,35
2021-05-24,DE,294
2021-05-24,FR,237
2021-05-24,IT,463
2021-05-24,SE,222
2021-05-25,AT,53
2021-05-25,CH,49
2021-05-25,DE,516
2021-05-25,FR,330
2021-05-25,IT,385
2021-05-25,SE,208
2021-05-26,AT,38
2021-05-26,CH,47
2021-05-26,DE,489
2021-05-26,FR,341
2021-05-26,IT,430
2021-05-26,SE,213
2021-05-27,AT,30
2021-05-27,CH,49
2021-05-27,DE,477
2021-05-27,FR,314
2021-05-27,IT,405
2021-05-27,SE,231
2021-05-28,AT,33
2021-05-28,CH,52
2021-05-28,DE,434
2021-05-28,FR,297
2021-05-28,IT,384
2021-05-28,SE,169
2021-05-29,AT,12
2021-05-29,CH,20
2021-05-29,DE,181
2021-05-29,FR,136
2021-05-29,IT,198
2021-05-29,SE,53
2021-05-30,AT,10
2021-05-30,CH,22
2021-05-30,DE,216
2021-05-30,FR,95
2021-05-30,IT,162
2021-05-30,SE,44
2021-05-31,AT,46
2021-05-31,CH,45
2021-05-31,DE,437
2021-05-31,FR,329
2021-05-31,IT,391
2021-05-31,SE,186
2021-06-01,AT,43
2021-06-01,CH,52
2021-06-01,DE,454
2021-06-01,FR,349
2021-06-01,IT,373
2021-06-01,SE,182
2021-06-02,AT,45
2021-06-02,CH,54
2021-06-02,DE,465
2021-06-02,FR,333
2021-06-02,IT,249
2021-06-02,SE,190
2021-06-03,AT,17
2021-06-03,CH,43
2021-06-03,DE,352
2021-06-03,FR,363
2021-06-03,IT,396
2021-06-03,SE,180
2021-06-04,AT,35
2021-06-04,CH,28
2021-06-04,DE,399
2021-06-04,FR,307
2021-06-04,IT,399
2021-06-04,SE,139
2021-06-05,AT,14
2021-06-05,CH,26
2021-06-05,DE,217
2021-06-05,FR,144
2021-06-05,IT,211
2021-06-05,SE,70
2021-06-06,AT,31
2021-06-06,CH,25
2021-06-06,DE,230
2021-06-06,FR,156
2021-06-06,IT,231
2021-06-06,SE,62
2021-06-07,AT,36
2021-06-07,CH,54
2021-06-07,DE,531
2021-06-07,FR,333
2021-06-07,IT,469
2021-06-07,SE,206
2021-06-08,AT,46
2021-06-08,CH,40
2021-06-08,DE,488
2021-06-08,FR,319
2021-06-08,IT,424
2021-06-08,SE,190
2021-06-09,AT,37
2021-06-09,CH,39
2021-06-09,DE,503
2021-06-09,FR,315
2021-06-09,IT,428
2021-06-09,SE,150
2021-06-10,AT,36
2021-06-10,CH,49
2021-06-10,DE,432
2021-06-10,FR,305
2021-06-10,IT,430
2021-06-10,SE,148
2021-06-11,AT,36
2021-06-11,CH,38
2021-06-11,DE,406
2021-06-11,FR,274
2021-06-11,IT,381
2021-06-11,SE,157
2021-06-12,AT,13
2021-06-12,CH,14
2021-06-12,DE,206
2021-06-12,FR,135
2021-06-12,IT,214
2021-06-12,SE,61
2021-06-13,AT,16
2021-06-13,CH,28
2021-06-13,DE,208
2021-06-13,FR,117
2021-06-13,IT,201
2021-06-13,SE,77
2021-06-14,AT,32
2021-06-14,CH,39
2021-06-14,DE,460
2021-06-14,FR,361
2021-06-14,IT,399
2021-06-14,SE,167
2021-06-15,AT,39
2021-06-15,CH,44
2021-06-15,DE,450
2021-06-15,FR,336
2021-06-15,IT,449
2021-06-15,SE,167
2021-06-16,AT,40
2021-06-16,CH,46
2021-06-16,DE,460
2021-06-16,FR,308
2021-06-16,IT,392
2021-06-16,SE,198
2021-06-17,AT,41
2021-06-17,CH,45
2021-06-17,DE,433
2021-06-17,FR,317
2021-06-17,IT,316
2021-06-17,SE,174
2021-06-18,AT,24
2021-06-18,CH,31
2021-06-18,DE,388
2021-06-18,FR,283
2021-06-18,IT,291
2021-06-18,SE,124
2021-06-19,AT,13
2021-06-19,CH,16
2021-06-19,DE,159
2021-06-19,FR,124
2021-06-19,IT,140
2021-06-19,SE,63
2021-06-20,AT,11
2021-06-20,CH,13
2021-06-20,DE,195
2021-06-20,FR,128
2021-06-20,IT,123
2021-06-20,SE,65
2021-06-21,AT,31
2021-06-21,CH,48
2021-06-21,DE,490
2021-06-21,FR,324
2021-06-21,IT,356
2021-06-21,SE,185
2021-06-22,AT,44
2021-06-22,CH,51
2021-06-22,DE,475
2021-06-22,FR,325
2021-06-22,IT,445
2021-06-22,SE,180
2021-06-23,AT,38
2021-06-23,CH,39
2021-06-23,DE,457
2021-06-23,FR,305
2021-06-23,IT,484
2021-06-23,SE,168
2021-06-24,AT,36
2021-06-24,CH,39
2021-06-24,DE,460
2021-06-24,FR,327
2021-06-24,IT,473
2021-06-24,SE,149
2021-06-25,AT,33
2021-06-25,CH,38
2021-06-25,DE,388
2021-06-25,FR,283
2021-06-25,IT,452
2021-06-25,SE,46
2021-06-26,AT,16
2021-06-26,CH,20
2021-06-26,DE,183
2021-06-26,FR,123
2021-06-26,IT,253
2021-06-26,SE,51
2021-06-27,AT,11
2021-06-27,CH,26
2021-06-27,DE,183
2021-06-27,FR,113
2021-06-27,IT,237
2021-06-27,SE,55
2021-06-28,AT,36
2021-06-28,CH,35
2021-06-28,DE,455
2021-06-28,FR,308
2021-06-28,IT,472
2021-06-28,SE,157
2021-06-29,AT,35
2021-06-29,CH,57
2021-06-29,DE,419
2021-06-29,FR,316
2021-06-29,IT,448
2021-06-29,SE,142
2021-06-30,AT,23
2021-06-30,CH,44
2021-06-30,DE,376
2021-06-30,FR,281
2021-06-30,IT,376
2021-06-30,SE,110
2021-07-01,AT,36
2021-07-01,CH,39
2021-07-01,DE,429
2021-07-01,FR,285
2021-07-01,IT,482
2021-07-01,SE,157
2021-07-02,AT,26
2021-07-02,CH,30
2021-07-02,DE,376
2021-07-02,FR,271
2021-07-02,IT,397
2021-07-02,SE,122
2021-07-03,AT,19
2021-07-03,CH,22
2021-07-03,DE,164
2021-07-03,FR,121
2021-07-03,IT,236
2021-07-03,SE,48
2021-07-04,AT,19
2021-07-04,CH,21
2021-07-04,DE,198
2021-07-04,FR,139
2021-07-04,IT,206
2021-07-04,SE,67
2021-07-05,AT,29
2021-07-05,CH,59
2021-07-05,DE,451
2021-07-05,FR,376
2021-07-05,IT,460
2021-07-05,SE,183
2021-07-06,AT,36
2021-07-06,CH,46
2021-07-06,DE,468
2021-07-06,FR,290
2021-07-06,IT,423
2021-07-06,SE,163
2021-07-07,AT,42
2021-07-07,CH,48
2021-07-07,DE,463
2021-07-07,FR,316
2021-07-07,IT,411
2021-07-07,SE,123
2021-07-08,AT,38
2021-07-08,CH,49
2021-07-08,DE,488
2021-07-08,FR,326
2021-07-08,IT,449
2021-07-08,SE,127
2021-07-09,AT,31
2021-07-09,CH,37
2021-07-09,DE,409
2021-07-09,FR,290
2021-07-09,IT,386
2021-07-09,SE,151
2021-07-10,AT,11
2021-07-10,CH,16
2021-07-10,DE,197
2021-07-10,FR,134
2021-07-10,IT,213
2021-07-10,SE,56
2021-07-11,AT,22
2021-07-11,CH,26
2021-07-11,DE,221
2021-07-11,FR,122
2021-07-11,IT,179
2021-07-11,SE,50
2021-07-12,AT,46
2021-07-12,CH,35
2021-07-12,DE,459
2021-07-12,FR,298
2021-07-12,IT,401
2021-07-12,SE,121
2021-07-13,AT,33
2021-07-13,CH,43
2021-07-13,DE,460
2021-07-13,FR,305
2021-07-13,IT,509
2021-07-13,SE,139
2021-07-14,AT,45
2021-07-14,CH,55
2021-07-14,DE,492
2021-07-14,FR,161
2021-07-14,IT,462
2021-07-14,SE,124
2021-07-15,AT,37
2021-07-15,CH,40
2021-07-15,DE,392
2021-07-15,FR,303
2021-07-15,IT,466
2021-07-15,SE,109
2021-07-16,AT,24
2021-07-16,CH,48
2021-07-16,DE,341
2021-07-16,FR,272
2021-07-16,IT,428
2021-07-16,SE,95
2021-07-17,AT,11
2021-07-17,CH,22
2021-07-17,DE,168
2021-07-17,FR,94
2021-07-17,IT,241
2021-07-17,SE,55
2021-07-18,AT,14
2021-07-18,CH,19
2021-07-18,DE,194
2021-07-18,FR,122
2021-07-18,IT,189
2021-07-18,SE,59
2021-07-19,AT,31
2021-07-19,CH,50
2021-07-19,DE,373
2021-07-19,FR,294
2021-07-19,IT,456
2021-07-19,SE,110
2021-07-20,AT,26
2021-07-20,CH,39
2021-07-20,DE,371
2021-07-20,FR,278
2021-07-20,IT,440
2021-07-20,SE,95
2021-07-21,AT,29
2021-07-21,CH,31
2021-07-21,DE,374
2021-07-21,FR,261
2021-07-21,IT,456
2021-07-21,SE,102
2021-07-22,AT,28
2021-07-22,CH,39
2021-07-22,DE,366
2021-07-22,FR,258
2021-07-22,IT,420
2021-07-22,SE,92
2021-07-23,AT,19
2021-07-23,CH,40
2021-07-23,DE,291
2021-07-23,FR,227
2021-07-23,IT,347
2021-07-23,SE,99
2021-07-24,AT,9
2021-07-24,CH,17
2021-07-24,DE,165
2021-07-24,FR,136
2021-07-24,IT,210
2021-07-24,SE,42
2021-07-25,AT,20
2021-07-25,CH,32
2021-07-25,DE,153
2021-07-25,FR,130
2021-07-25,IT,192
2021-07-25,SE,46
2021-07-26,AT,42
2021-07-26,CH,45
2021-07-26,DE,338
2021-07-26,FR,283
2021-07-26,IT,409
2021-07-26,SE,95
2021-07-27,AT,33
2021-07-27,CH,45
2021-07-27,DE,380
2021-07-27,FR,295
2021-07-27,IT,456
2021-07-27,SE,105
2021-07-28,AT,28
2021-07-28,CH,40
2021-07-28,DE,341
2021-07-28,FR,266
2021-07-28,IT,430
2021-07-28,SE,119
2021-07-29,AT,18
2021-07-29,CH,39
2021-07-29,DE,343
2021-07-29,FR,208
2021-07-29,IT,390
2021-07-29,SE,96
2021-07-30,AT,21
2021-07-30,CH,30
2021-07-30,DE,302
2021-07-30,FR,235
2021-07-30,IT,345
2021-07-30,SE,112
2021-07-31,AT,9
2021-07-31,CH,15
2021-07-31,DE,157
2021-07-31,FR,87
2021-07-31,IT,188
2021-07-31,SE,54
2021-08-01,AT,16
2021-08-01,CH,28
2021-08-01,DE,200
2021-08-01,FR,99
2021-08-01,IT,157
2021-08-01,SE,67
2021-08-02,AT,29
2021-08-02,CH,41
2021-08-02,DE,371
2021-08-02,FR,226
